Stock
PBT
THQ
VOC
LOB
XELB
FSBC
EQBK
AC
LMFA
RIV
LBC
MVBF
EQH
VTIQ
BCOW
RBKB
AMAL
PCB
RIVE
AMTB
XYF
BSVN
CBNK
PLMR
QFIN
CIFS
CHMI_pa
NLY_pf
DFBH
TRMT
ESQ
HX
MBIN
NYMTN
NLY_pg
MYFW
TWO_pb
MCB
KXIN
LGC_u
SBT
XELA
OPBK
ZUO
GSHD
FCBP
NGHCP
VCTR
RPAY
JFU
LLY
MRK
LIFE
HSIC
ALPN
BIIB
CELG
EW
BHC
CLSN
IONS
ARCT
CMRX
ORMP
MLND
PTLA
TGTX
TTPH
ZTS
MNK
PBYI
IQV
ONVO
XLRN
AXGN
CGIX
CNAT
EVOK
FPRX
NSTG
PINC
CBIO
USPH
VVUS
WMGI
ZGNX
KPTI
REGN
YTEN
PRGO
SVRA
APYX
CRMD
CUR
HUM
SYK
DGX
BSX
CNMD
CORT
CPIX
CRIS
CRVL
CTIC
CUTR
PSTV
ASRT
LLIT
DRAD
DVAX
DXCM
DYNT
EDAP
ELGX
ENDP
FOLD
GERN
GHDX
ONCT
HELE
ADUS
AKRX
ALGN
ALKS
ALNY
AMED
ANIK
SEEL
ARAY
ARQL
ATEC
AVEO
SRPT
BASI
BDSI
BEAT
BIOS
BSTC
CBPO
CERS
CGEN
CLDX
ABIO
ACAD
ACHC
ACHN
ACOR
ACRX
NHTC
CAPR
BPTH
PHIO
AKER
TRVN
PULM
REPH
PLXP
NLTX
EIGR
MDWD
LJPC
CNCE
EGRX
AGTC
INGN
ITCI
AKBA
DRNA
RVNC
NEPT
NURO
NVAX
NYMX
SNOA
ACHV
OMER
ACER
OSUR
TENX
PACB
PDEX
PGNX
VBIV
PMD
PODD
CDMO
EYPT
PSTI
SAVA
QDEL
NVLN
RDNT
RELV
RGEN
SNSS
MDGL
SPPI
SRDX
MBOT
STXS
WCG
NAVB
NHC
ATRS
MOH
ENZ
HAE
HCA
EHC
CBM
CRL
SEM
AGN
OPNT
CBAY
AGRX
CASI
QTNT
RDUS
ZFGN
IMUX
COCP
TTNP
CATS
DMPI
HEPA
XBIO
SNGX
ELOX
EKSO
TMDI
EDSA
BLU
ORGS
ARMP
XXII
ONCE
TCON
POAI
AVXL
ANIX
MLSS
FCSC
AMPE
OXFD
KIN
TNDM
VCYT
XNCR
EXEL
GSK
AZN
UHS
PHG
SNH
CYH
BKD
ATOS
HROW
LFVN
APEN
NEO
RGLS
XENT
CFRX
CDNA
EARS
IRMD
MYOS
ENLV
SAGE
TTOO
ADMA
PRAH
EYES
EVFM
JYNT
AAC
DPLO
CTSO
XENE
MESO
VBLT
PRQR
ATRA
SIEN
PRTO
RWLK
NVUS
BMRA
NVRO
OTIC
CLRB
HZNP
ICLR
IIN
IMMU
INCY
INFI
IRIX
IRWD
JAZZ
LHCG
MASI
SSKN
MGLN
MNKD
MTEX
VXRT
NATR
MTEM
INVA
FVE
EBS
SNN
COO
ABUS
IRTC
MBRX
SRTS
SELB
SYRS
BOLD
MRKR
OBSV
VREX
AYTU
DOVA
NDRA
CLXT
KALA
EMMA
TYME
MBIO
ARPO
ZLAB
DCPH
RYTM
VYGR
RETA
OCX
ARA
QHC
EDIT
NOVN
TYHT
ACB
ODT
QTRX
DNLI
ADIL
CUE
MGTX
APTX
MGTA
AVRO
FTSV
IMV
NTGN
EIDX
TLRY
ESTA
REPL
LQDA
UBX
INSP
EVLO
PRVB
SRRK
RCUS
PTGX
MRUS
NTLA
NMRD
APHA
NAOV
IFRX
SCPH
SPRO
EYEN
SLDB
TOCA
MTNB
GTHX
ZYME
BHVN
ZOM
ELAN
YMAB
RMED
STRO
ARVN
ETTX
KOD
GH
GMDA
ALLO
EQ
PHAS
ETON
BSGM
CSTL
LVGO
PRVL
AKRO
PSNL
MORF
KRTX
VAPO
ORTX
HOOK
GHSI
HARP
INMB
AVDR
ZYXI
SOLY
ARTL
GEMP
PLSE
TCMD
INNT
ACIU
BGNE
CRVS
NVTR
SNDX
PAVM
AZRX
MEDP
NK
ENOB
VRAY
AXSM
CERC
WVE
CHEK
ACRS
KURA
AMPH
ARDX
CBMG
MGEN
TBPH
SLNO
FGEN
HSGX
SYNH
AVNS
BLCM
ABEO
DERM
CALA
FOMX
APTO
SLRX
ZSAN
AVGR
ASND
ATNM
LCI
SCYX
DARE
PAHC
OCUL
CTLT
ADVM
MRNS
DFFN
VIVE
LPCN
BLFS
AKTX
SINT
GLMD
HRTX
QURE
SESN
GLYC
FLXN
GNCA
CARA
RTRX
ARAV
NERV
ADAP
RCKT
CVRS
BPMC
ONCS
CSBR
DYAI
CDXC
NTRP
AEMD
BCLI
NEPH
MRIC
DRIO
VUZI
IOVA
AFMD
WST
USNA
ALT
CLBS
LCTX
NVO
BBI
PRTA
TARO
TFX
MD
RMD
SNY
BLUE
ENTA
EPZM
GWPH
KMDA
NBSE
XON
GMED
AGIO
ESPR
TRIB
PRTK
UTMD
VIVO
VNDA
VRML
ASMB
XOMA
ZIOP
MNTA
MSON
MYGN
NAII
NBIX
NKTR
NLNK
NUVA
KZIA
OFIX
ONCY
PCRX
IDXG
ATHE
RIGL
RMTI
RTIX
SEED
SGMO
SIGA
STAA
TECH
CLVS
FBIO
CPRX
CORV
CSII
CYCC
CYTK
DRRX
ENSG
EXAS
VERU
AVDL
FONR
SLS
GENE
GNMK
HALO
HMSY
HSKA
TVTY
ICAD
ICUI
IDRA
IDXX
PFE
MCK
ABC
BDX
LH
JNJ
ABT
CVS
THC
VRTX
TEVA
GILD
PDLI
ISRG
XRAY
AMGN
PDCO
HOLX
ABMD
AEZS
AGEN
AHPI
ALIM
AMAG
ANGO
ARWR
SGEN
VCEL
ATHX
ATRC
ATRI
NTUS
BCRX
BIOC
ALBO
BIOL
BMRN
CBLI
CHRS
GEN
FMS
HNGR
MSA
CSU
QGEN
APT
CPHI
CVM
TLGT
INO
NBY
REXN
MLNT
GALT
LMAT
MACK
SUPN
OPK
UTHR
CMD
OMI
ITGR
IVC
CRY
GTS
CO
IMGN
INSM
ADMP
AERI
SRNE
MDT
CAH
AGLE
OTLK
SBPH
CLSD
MYOV
CRSP
RARX
ORGO
AIMT
PTI
SENS
XAIR
HAIR
KIDS
OPTN
ATNX
ATXI
FLGT
OBLN
AKCA
ALRN
MRSN
MYO
CKPT
CODX
SNNA
SXTC
PRNB
UROV
GRTS
OSMT
LOGC
NGM
DTIL
SILK
CYCN
TPTX
TMDX
TRVI
APLT
SIBN
AXNX
AVCO
ALEC
TCRR
IMAC
HOTH
KLDO
SWAV
VMD
CTST
FENC
CELC
KRYS
NCNA
CGC
CWBR
ALNA
VRCA
XERS
TCDA
ECOR
STIM
TBIO
KZR
AUTL
CNST
ALLK
RUBY
AQST
HJLI
APLS
XFOR
HEXO
MNLO
ENTX
TORC
SLGL
EOLS
GNPX
BTAI
VCNX
CRNX
OGI
TWST
UMRX
SURF
XCUR
BCEL
STOK
BBIO
ADPT
MIRM
FULC
SNDL
INMD
EBAY
CTAS
DISH
LBTYA
WYNN
PAYX
LAMR
AMZN
NTES
CTRP
NIHD
SRCL
NWSA
KMX
CMG
HCP
WELL
DNKN
HMTV
NRC
QIWI
I
RESI
NGVC
DOC
SEAS
SRC
WPC
ESRT
RH
GOGO
NDLS
SFM
VISL
SQBG
TUES
SPOK
VALU
VLGEA
IMBI
WLDN
WLFC
WPP
AEO
CDR
FC
TEO
CCI
WW
FL
ADT
SHOS
ACY
APTS
EVI
FLL
MHH
NTN
CZR
FRGI
BURG
FTAI
STKS
DTEA
LILA
LILAK
SRG
HLG
BNED
BPY
SITO
USIO
FPI
IRT
ISDR
PRTY
KRNT
IGC
MFA_pb
STAR_pi
TCO_pj
UBP_pg
TH
BGSF
BRG_pa
CCI_pa
CTZ
DLR_pi
EXTN
FCPT
BPRAP
GNUS
PAYS
TEDU
SNP
CIO
GRUB
SERV
CLNY
ATTO
VEC
AMH
ZAYO
SNR
STOR
LOCO
TSQ
FWONK
ERI
GSAT
PSO
ROL
AXR
CATO
RGS
GATX
LUB
BCE
NSSC
INSG
NYNY
OMEX
ORBC
OSTK
PKOH
PLCE
PTNR
RAVE
RCII
RECN
RICK
UONE
UONEK
RRGB
RUSHA
RUTH
SALM
SBGI
SCHL
SCOR
SMED
SPEX
SP
STMP
STRA
STRS
IMAX
UTI
WRE
UHT
VG
TRNO
VSI
TRC
VVI
MKGI
JD
BLNK
BBX
HLT
BHR
KODK
AMC
BRX
CTT
ARMK
WBAI
HMHC
SKIS
LBRDA
STKS
TPCO
USIO
TPHS
RMR
HLG
NEWM
CABO
CTO
UMH
VOD
CCL
TIVO
CBD
ARE
HTA
RPAI
TLK
VEON
WCN
TAL
EROS
DKS
AAP
UDR
TRIP
WEN
WRI
SBAC
IT
WWE
TZOO
BPR
HR
DEI
ACC
CAR
PDM
CBL
CXW
NNN
SCI
HRI
HIW
KRC
O
PIR
RYN
BKE
NCLH
TGH
TKC
RLGY
AMCX
ZAYO
HURN
IEP
AWSM
III
INTG
IRDM
JACK
JOBS
KIRK
GDEN
LBTYK
DLR
EGP
ESS
KFY
MUSA
ALEX
BDN
CHT
KRG
NCI
ONE
PEB
SJR
CUZ
JLL
LXP
JOE
TBI
EXPR
G
MMS
LOPE
LORL
LQDT
MAGS
DDS
M
MCO
ADP
CRI
RRR
CTXR
BEDU
WOW
JILL
PLYA
RCM
INVH
IFMK
HTZ
CWH
MGP
BATRK
LSXMA
DTSS
SAFE
JBGS
RNGR
CSSE
AHT_ph
CDR_pc
FPI_pb
RLJ_pa
BEST
DESP
SECO
RYB
EYE
BHTG
BAND
DLPN
SOHOO
FTDR
FTCH
ARCE
RVLV
MOGU
AFYA
MDRR
MDJH
FOX
YJ
WAFU
PSTL
ATIF
BBU
GMRE
MNR_pc
ELF
CTAA
LKSD
SOHOB
UNIT
CTV
W
BOOT
PLAY
TRCO
NRE
RPT_pd
STAR_pd
UMH_pb
VIV
WPG_ph
WPG_pi
WSC
JAX
MSGN
BWLa
VNO
IPG
ATGE
GME
RSG
VTR
RRD
SAUC
OTEL
AHH
LITB
RMAX
REXR
BFAM
BURL
SSTK
UBP
GLG
MIK
INFO
QRHC
CTRE
WHLM
JMEI
OUT
LEJU
TNET
WPG
CVEO
MMI
SIG
AAN
CPT
MBT
OFC
SKT
SIX
OHI
FLT
CNK
CVA
RLH
SKM
KT
MAN
MLCO
PENN
ULTA
GTT
GLPI
PBPB
OPRX
SRAX
HCHC
STAF
VOLT
BABA
UBA
TRK
WEX
WMK
UNF
SBRA
FSP
SGA
WSR
TEF
TSU
TU
LEE
TLYS
USM
VAC
VIPS
WH
CALX
BID
CBZ
IDT
DBI
LRN
TRNX
VTNR
AXU
DRI
PLD
CBRE
IX
WMT
AMT
CBS
SITC
WM
BBY
R
BXP
ANF
VZ
OMC
MAR
GHC
VIAB
MDP
RHI
SPG
BIG
PBI
LVS
V
WU
YUM
KIM
JWN
CONN
CPHC
CREG
CRMT
CTRN
CWST
DENN
ENT
ECOL
ECPG
EEI
EGHT
EXLS
EXPO
FLWS
FORR
CIGI
GOOD
GTIM
GYRO
HCKT
HSON
HIBB
HSII
HTHT
ICFI
IDSA
IGLD
DISCA
BBBY
SIRI
ROST
COST
EXPE
QRTEA
SBUX
CMCSA
SIFY
ALSK
AMOV
NWS
URBN
ATNI
BBSI
BGFV
CBRL
CCOI
CCRN
CECO
CETV
CIDM
IRS
PHI
RPT
CHH
EVC
FRT
TDS
ARL
HPP
IHG
LYV
NHI
CHU
CLDT
DRH
ETM
SHO
ABG
KW
PAG
ARCO
CHL
GCI
DSS
ITI
CMCT
PW
TA
DLHC
FIVE
GLIBA
MAC
GES
LULU
CSS
DLB
GPX
CLH
EQC
DHX
DPZ
ORAN
GTY
H
RLJ
RELX
BRT
BYD
CUK
DRE
SSI
FLY
HHS
AL
ALX
CHS
AYR
NSP
RAD
BCO
MCS
SYX
GCO
SRT
BRC
CXP
TCS
CHGG
QTS
STAY
VNCE
CRTO
COMM
ZVO
CLI
CSV
FENG
PSB
IMKTA
INWK
ISCA
ISIG
ITRN
KELYA
KFRC
LBTYB
LINC
FWONA
LTBR
MCRI
MDCA
SOHO
MGRC
MNRO
LOW
T
DIS
MCD
ODP
BRG
JOB
NXRT
BATRA
LSXMK
CVNA
EEX
YUMC
PLYM
DS
HGV
PK
CLPR
LAUR
TGNA
SHAK
UE
